Date,Volume,Open,High,Low,SMA_20,RSI,slowk,slowd,MACD,MACD_signal,MACD_hist,upper_band,middle_band,lower_band,Close,prediction,pred_tomorrow,target,status,buy_cost,sell_cost,trade_ret,net_trade_ret,open_ret,strategy_ret,strategy_net_ret,buy_and_hold_equity,strategy_equity,strategy_net_equity
2021-07-29,1480352131,135.85,136.6,135.25,138.285,46.14674537147099,15.385979849581252,11.503353261640529,-0.406405047760245,0.0754455442760546,-0.4818505920362996,141.74145772432956,138.285,134.82854227567043,136.5,135.9112,136.18571,1,1.0,135.85,0.0,0.0,0.0,-0.0018368846436443986,-0.0,-0.0,0.9851341551849163,1.0148557101223992,1.0018851031964588
2021-07-30,550974846,136.6,136.6,136.0,138.1725,44.65570002596455,22.839506172839453,14.774526317088132,-0.4628457001668948,-0.0322127046125353,-0.4306329955543595,141.76352701188458,138.1725,134.5814729881154,136.05,136.18571,137.58574,1,1.0,0.0,0.0,0.0,0.0,0.005520794994479106,0.005520794994479106,0.005520794994479106,0.9905728788977516,1.0204585204469614,1.0074163054592291
2021-08-02,1011342122,137.0,138.0,136.05,138.0875,51.58198914769706,37.860082304526735,25.36185610898236,-0.3542126420790339,-0.096612692105835,-0.2575999499731989,141.61933734054307,138.0875,134.55566265945694,137.9,137.58574,138.29231,1,1.0,0.0,0.0,0.0,0.0,0.002928257686676483,0.002928257686676483,0.002928257686676483,0.9934735315445972,1.0234466859533946,1.0103662799993733
2021-08-03,859255808,137.95,138.45,137.7,138.02249999999998,53.44728769269116,45.88477366255139,35.52812071330574,-0.2211900166018949,-0.121528157005047,-0.0996618595968479,141.4765519683516,138.02249999999998,134.56844803164836,138.45,138.29231,138.58467,1,1.0,0.0,0.0,0.0,0.0,0.006934306569343018,0.006934306569343018,0.006934306569343018,1.0003625815808552,1.0305435790311737,1.0173724695322157
2021-08-04,784584423,138.65,139.3,138.45,138.035,56.09670578082871,65.75308641975299,49.83264746227692,-0.0506316631186507,-0.1073488582277677,0.056717195109117,141.50488472431817,138.035,134.56511527568182,139.25,138.58467,139.05473,1,1.0,0.0,0.0,0.0,0.0,0.005074302283436083,0.005074302283436083,0.005074302283436083,1.005438723712835,1.035772868667432,1.022534924977468
2021-08-05,813087525,139.25,139.45,138.85,138.0425,55.042469107000834,79.37665150530641,63.6715038625368,0.063630655571842,-0.0731529554678458,0.1367836110396878,141.5200386410599,138.0425,134.56496135894008,139.0,139.05473,139.25757,1,1.0,0.0,0.0,0.0,0.0,0.0043274432023079346,0.0043274432023079346,0.0043274432023079346,1.0097897026831033,1.0402551169270817,1.0269598867876841
2021-08-06,558390394,138.9,139.0,137.8,138.095,54.16547239139069,89.56725146198839,78.23232979568246,0.1364728635992094,-0.0312277916544347,0.1677006552536441,141.5849713465939,138.095,134.6050286534061,138.8,139.25757,138.22392,0,1.0,0.0,0.0,0.0,0.0,-0.0025134649910233398,-0.0025134649910233398,-0.0025134649910233398,1.0072516316171134,1.0376404721089527,1.024378659065058
2021-08-09,714762861,138.2,138.55,136.7,138.065,52.36832610020606,87.42690058479549,85.45693451736328,0.1600788913858934,0.0070335449536308,0.1530453464322625,141.53358760881878,138.065,134.59641239118122,138.4,138.22392,137.42693,0,0.0,0.0,138.2,0.01729849098270147,0.014098490982701469,-0.005039596832253523,-0.005039596832253523,-0.008239596832253523,1.0021754894851336,1.0324111824726945,1.0159381919107975
2021-08-10,369136949,138.45,138.5,137.5,137.94,49.08016657408847,79.53216374269026,85.50877192982456,0.1169203218012739,0.0290109003231595,0.0879094214781144,141.2767049614941,137.94,134.6032950385059,137.65,137.42693,137.5675,1,0.0,0.0,0.0,0.0,0.0,0.0018089725036178894,0.0,0.0,1.003988397389412,1.0324111824726945,1.0159381919107975
2021-08-11,529729666,137.35,137.65,136.6,137.775,47.1665529309668,70.17543859649128,79.04483430799219,0.0458767664651702,0.0323840735515616,0.0134926929136085,140.90924632089477,137.775,134.64075367910525,137.2,137.5675,137.3484,0,1.0,137.35,0.0,0.0,0.0,-0.00794510653665581,-0.0,-0.0,0.9960116026105867,1.0324111824726945,1.0159381919107975
2021-08-12,325349900,137.2,137.25,136.5,137.53249999999997,46.091375649363165,61.695906432748465,70.46783625730986,-0.0302499708091659,0.0198572646794161,-0.050107235488582,140.07892396314566,137.53249999999997,134.98607603685429,136.95,137.3484,135.90149,0,0.0,0.0,137.2,-0.0010921004732435799,-0.00429210047324358,-0.0010921004732435957,-0.0010921004732435957,-0.0042921004732435954,0.9949238578680196,1.031283685731734,1.0115776831165109
2021-08-13,1061673383,136.6,136.85,135.55,137.32,40.87369101714232,49.99999999999991,60.623781676413074,-0.1932524006302856,-0.0227646683825242,-0.1704877322477613,139.74722063275084,137.32,134.89277936724915,135.65,135.90149,135.56773,0,0.0,0.0,0.0,0.0,0.0,-0.004373177842565523,-0.0,-0.0,0.9905728788977514,1.031283685731734,1.0115776831165109
2021-08-16,1506240702,135.5,135.75,134.9,137.17249999999996,39.75524462859589,39.181286549707515,50.29239766081849,-0.3426901744145425,-0.0867497695889278,-0.2559404048256146,139.70004327363287,137.17249999999996,134.64495672636704,135.35,135.56773,134.57141,0,0.0,0.0,0.0,0.0,0.0,-0.008052708638360162,-0.0,-0.0,0.9825960841189262,1.031283685731734,1.0115776831165109
2021-08-17,1854533694,135.4,135.5,134.3,137.02999999999997,36.1994496635747,20.791460852779032,36.65758246749534,-0.5356378299502182,-0.1765273816611859,-0.3591104482890322,139.8407650204271,137.02999999999997,134.21923497957283,134.35,134.57141,134.44547,0,0.0,0.0,0.0,0.0,0.0,-0.0007380073800737907,-0.0,-0.0,0.9818709209572148,1.031283685731734,1.0115776831165109
2021-08-18,2958372270,133.6,134.95,132.45,136.94,39.40937608741836,21.34701640833461,27.10658793694024,-0.6368288668519426,-0.2685876786993373,-0.3682411881526053,139.89864834004314,136.94,133.98135165995686,134.9,134.44547,132.1027,0,0.0,0.0,0.0,0.0,0.0,-0.013293943870014813,-0.0,-0.0,0.9688179840464098,1.031283685731734,1.0115776831165109
2021-08-19,3719709802,134.5,134.5,131.6,136.64749999999998,30.18974106815203,12.83954816234818,18.32600847448713,-0.956145732038749,-0.4060992893672197,-0.5500464426715292,140.33456861884193,136.64749999999998,132.96043138115803,131.8,132.1027,131.67715,0,0.0,0.0,0.0,0.0,0.0,0.006736526946107935,0.0,0.0,0.9753444525018125,1.031283685731734,1.0115776831165109
2021-08-20,2163648386,132.2,132.8,130.2,136.30249999999998,27.816061477720172,14.497905548861056,16.22815670651447,-1.279187199270126,-0.5807168713478009,-0.6984703279223251,140.76046758624867,136.30249999999998,131.8445324137513,130.75,131.67715,134.50237,1,0.0,0.0,0.0,0.0,0.0,-0.017100371747212018,-0.0,-0.0,0.9586656997824505,1.031283685731734,1.0115776831165109
2021-08-23,814769062,132.25,134.45,132.15,136.1975,44.056861530773496,17.786193837149288,15.041215849452692,-1.2305252468244134,-0.7106785464431234,-0.51984670038129,140.73484228376282,136.1975,131.66015771623717,134.35,134.50237,135.02481,1,1.0,132.25,0.0,0.0,0.0,0.0003782148260211837,0.0,0.0,0.9590282813633062,1.031283685731734,1.0115776831165109
2021-08-24,685956249,135.2,135.35,134.6,136.11499999999998,45.52348403172864,33.333333333333336,21.872477573114413,-1.146467873861809,-0.7978364119268606,-0.3486314619349484,140.69442136083137,136.11499999999998,131.5355786391686,134.75,135.02481,135.09288,1,1.0,0.0,0.0,0.0,0.0,0.022306238185255012,0.022306238185255012,0.022306238185255012,0.9804205946337918,1.0542877452622337,1.0341421758589961
